NODE_ID,FLOOR,AISLE,COLUMN,__DEPOT__,n00001,n00002,n00003,n00004,n00005,n00006,n00007,n00008,n00009,n00010,n00011,n00012,n00013,n00014,n00015,n00016,n00017,n00018,n00019,n00020,n00021,n00022,n00023,n00024,n00025,n00026,n00027,n00028,n00029,n00030,n00031,n00032,n00033,n00034,n00035,n00036,n00037,n00038,n00039,n00040,n00041,n00042,n00043,n00044,n00045,n00046,n00047,n00048,n00049,n00050,n00051,n00052,n00053,n00054,n00055,n00056,n00057,n00058,n00059,n00060,n00061,n00062,n00063,n00064,n00065,n00066,n00067,n00068,n00069,n00070,n00071,n00072,n00073,n00074,n00075,n00076,n00077,n00078,n00079,n00080,n00081,n00082,n00083,n00084,n00085,n00086,n00087,n00088,n00089,n00090,n00091,n00092,n00093,n00094,n00095,n00096,n00097,n00098,n00099,n00100,n00101,n00102,n00103,n00104,n00105,n00106,n00107,n00108,n00109,n00110,n00111,n00112,n00113,n00114,n00115,n00116,n00117,n00118,n00119,n00120,n00121,n00122,n00123,n00124,n00125,n00126,n00127,n00128,n00129,n00130,n00131,n00132,n00133,n00134,n00135,n00136,n00137,n00138,n00139,n00140,n00141,n00142,n00143,n00144,n00145,n00146,n00147,n00148,n00149,n00150,n00151,n00152,n00153,n00154,n00155,n00156,n00157,n00158,n00159,n00160,n00161,n00162,n00163,n00164,n00165,n00166,n00167,n00168,n00169,n00170,n00171,n00172,n00173,n00174,n00175,n00176,n00177,n00178,n00179,n00180,n00181,n00182,n00183,n00184,n00185,n00186,n00187,n00188,n00189,n00190,n00191,n00192,n00193,n00194,n00195,n00196,n00197,n00198,n00199,n00200,n00201,n00202,n00203
n00110,MZN1,12,4,39.47,60.58,63.48,66.38,69.28,63.48,75.08,86.68,51.1,54,56.9,59.8,62.7,65.6,68.5,65.6,62.7,59.8,62.7,65.6,71.4,77.2,83,59.02,61.92,59.02,56.12,61.92,67.72,73.52,79.32,49.54,52.44,55.34,58.24,61.14,58.24,55.34,52.44,55.34,58.24,64.04,66.94,72.74,42.96,51.66,54.56,51.66,48.76,63.26,66.16,69.06,39.28,45.08,47.98,50.88,53.78,50.88,47.98,45.08,47.98,50.88,53.78,56.68,59.58,62.48,65.38,68.28,35.6,38.5,50.1,44.3,44.3,50.1,53,58.8,64.6,31.92,34.82,37.72,40.62,46.42,40.62,37.72,40.62,43.52,46.42,49.32,52.22,55.12,58.02,60.92,25.34,28.24,36.16,17.98,20.88,29.58,32.48,32.48,29.58,26.68,29.58,32.48,35.38,38.28,41.18,46.98,5.8,2.9,0,2.9,5.8,11.6,14.5,23,25.9,28.8,31.7,37.5,40.4,43.3,17.98,20.88,23.78,29.58,32.48,35.38,32.48,29.58,29.58,32.48,41.18,44.08,46.98,49.88,30.36,33.26,36.16,39.06,36.16,33.26,30.36,33.26,36.16,39.06,41.96,44.86,47.76,53.56,28.24,31.14,34.04,36.94,39.84,42.74,39.84,36.94,34.04,34.04,36.94,39.84,45.64,48.54,31.92,34.82,40.62,43.52,46.42,43.52,40.62,40.62,43.52,49.32,52.22,58.02,32.7,35.6,38.5,41.4,44.3,47.2,50.1,47.2,41.4,44.3,47.2,50.1,53,55.9,61.7,36.38,42.18,45.08,53.78,50.88,47.98,45.08,47.98,50.88,56.68,59.58,62.48,65.38
n00111,MZN1,12,5,42.37,63.48,66.38,69.28,66.38,60.58,72.18,83.78,54,56.9,59.8,62.7,65.6,68.5,65.6,62.7,59.8,56.9,59.8,62.7,68.5,74.3,80.1,61.92,64.82,56.12,53.22,59.02,64.82,70.62,76.42,52.44,55.34,58.24,61.14,58.24,55.34,52.44,49.54,52.44,55.34,61.14,64.04,69.84,45.86,54.56,51.66,48.76,45.86,60.36,63.26,66.16,42.18,47.98,50.88,53.78,50.88,47.98,45.08,42.18,45.08,47.98,50.88,53.78,56.68,59.58,62.48,65.38,38.5,41.4,47.2,41.4,41.4,47.2,50.1,55.9,61.7,34.82,37.72,40.62,43.52,43.52,37.72,34.82,37.72,40.62,43.52,46.42,49.32,52.22,55.12,58.02,28.24,31.14,33.26,20.88,23.78,32.48,35.38,29.58,26.68,23.78,26.68,29.58,32.48,35.38,38.28,44.08,8.7,5.8,2.9,0,2.9,8.7,11.6,20.1,23,25.9,28.8,34.6,37.5,40.4,20.88,23.78,26.68,32.48,35.38,32.48,29.58,26.68,26.68,29.58,38.28,41.18,44.08,46.98,33.26,36.16,39.06,36.16,33.26,30.36,27.46,30.36,33.26,36.16,39.06,41.96,44.86,50.66,31.14,34.04,36.94,39.84,42.74,39.84,36.94,34.04,31.14,31.14,34.04,36.94,42.74,45.64,34.82,37.72,43.52,46.42,43.52,40.62,37.72,37.72,40.62,46.42,49.32,55.12,35.6,38.5,41.4,44.3,47.2,50.1,47.2,44.3,38.5,41.4,44.3,47.2,50.1,53,58.8,39.28,45.08,47.98,50.88,47.98,45.08,42.18,45.08,47.98,53.78,56.68,59.58,62.48
n00112,MZN1,12,6,45.27,66.38,69.28,72.18,63.48,57.68,69.28,80.88,56.9,59.8,62.7,65.6,68.5,65.6,62.7,59.8,56.9,54,56.9,59.8,65.6,71.4,77.2,64.82,61.92,53.22,50.32,56.12,61.92,67.72,73.52,55.34,58.24,61.14,58.24,55.34,52.44,49.54,46.64,49.54,52.44,58.24,61.14,66.94,48.76,57.46,48.76,45.86,42.96,57.46,60.36,63.26,45.08,50.88,53.78,50.88,47.98,45.08,42.18,39.28,42.18,45.08,47.98,50.88,53.78,56.68,59.58,62.48,41.4,44.3,44.3,38.5,38.5,44.3,47.2,53,58.8,37.72,40.62,43.52,46.42,40.62,34.82,31.92,34.82,37.72,40.62,43.52,46.42,49.32,52.22,55.12,31.14,34.04,30.36,23.78,26.68,35.38,32.48,26.68,23.78,20.88,23.78,26.68,29.58,32.48,35.38,41.18,11.6,8.7,5.8,2.9,0,5.8,8.7,17.2,20.1,23,25.9,31.7,34.6,37.5,23.78,26.68,29.58,35.38,32.48,29.58,26.68,23.78,23.78,26.68,35.38,38.28,41.18,44.08,36.16,39.06,36.16,33.26,30.36,27.46,24.56,27.46,30.36,33.26,36.16,39.06,41.96,47.76,34.04,36.94,39.84,42.74,39.84,36.94,34.04,31.14,28.24,28.24,31.14,34.04,39.84,42.74,37.72,40.62,46.42,43.52,40.62,37.72,34.82,34.82,37.72,43.52,46.42,52.22,38.5,41.4,44.3,47.2,50.1,47.2,44.3,41.4,35.6,38.5,41.4,44.3,47.2,50.1,55.9,42.18,47.98,50.88,47.98,45.08,42.18,39.28,42.18,45.08,50.88,53.78,56.68,59.58
n00113,MZN1,12,8,51.07,72.18,69.28,66.38,57.68,51.88,63.48,75.08,62.7,65.6,68.5,65.6,62.7,59.8,56.9,54,51.1,48.2,51.1,54,59.8,65.6,71.4,59.02,56.12,47.42,44.52,50.32,56.12,61.92,67.72,61.14,58.24,55.34,52.44,49.54,46.64,43.74,40.84,43.74,46.64,52.44,55.34,61.14,54.56,51.66,42.96,40.06,37.16,51.66,54.56,57.46,50.88,50.88,47.98,45.08,42.18,39.28,36.38,33.48,36.38,39.28,42.18,45.08,47.98,50.88,53.78,56.68,47.2,50.1,38.5,32.7,32.7,38.5,41.4,47.2,53,43.52,46.42,43.52,40.62,34.82,29.02,26.12,29.02,31.92,34.82,37.72,40.62,43.52,46.42,49.32,36.94,39.84,24.56,29.58,32.48,29.58,26.68,20.88,17.98,15.08,17.98,20.88,23.78,26.68,29.58,35.38,17.4,14.5,11.6,8.7,5.8,0,2.9,11.4,14.3,17.2,20.1,25.9,28.8,31.7,29.58,32.48,35.38,29.58,26.68,23.78,20.88,17.98,17.98,20.88,29.58,32.48,35.38,38.28,36.16,33.26,30.36,27.46,24.56,21.66,18.76,21.66,24.56,27.46,30.36,33.26,36.16,41.96,39.84,42.74,39.84,36.94,34.04,31.14,28.24,25.34,22.44,22.44,25.34,28.24,34.04,36.94,43.52,46.42,40.62,37.72,34.82,31.92,29.02,29.02,31.92,37.72,40.62,46.42,44.3,47.2,50.1,47.2,44.3,41.4,38.5,35.6,29.8,32.7,35.6,38.5,41.4,44.3,50.1,47.98,53.78,50.88,42.18,39.28,36.38,33.48,36.38,39.28,45.08,47.98,50.88,53.78
n00114,MZN1,12,9,53.97,69.28,66.38,63.48,54.78,48.98,60.58,72.18,65.6,68.5,65.6,62.7,59.8,56.9,54,51.1,48.2,45.3,48.2,51.1,56.9,62.7,68.5,56.12,53.22,44.52,41.62,47.42,53.22,59.02,64.82,58.24,55.34,52.44,49.54,46.64,43.74,40.84,37.94,40.84,43.74,49.54,52.44,58.24,57.46,48.76,40.06,37.16,34.26,48.76,51.66,54.56,53.78,47.98,45.08,42.18,39.28,36.38,33.48,30.58,33.48,36.38,39.28,42.18,45.08,47.98,50.88,53.78,50.1,47.2,35.6,29.8,29.8,35.6,38.5,44.3,50.1,46.42,43.52,40.62,37.72,31.92,26.12,23.22,26.12,29.02,31.92,34.82,37.72,40.62,43.52,46.42,39.84,42.74,21.66,32.48,35.38,26.68,23.78,17.98,15.08,12.18,15.08,17.98,20.88,23.78,26.68,32.48,20.3,17.4,14.5,11.6,8.7,2.9,0,8.5,11.4,14.3,17.2,23,25.9,28.8,32.48,35.38,32.48,26.68,23.78,20.88,17.98,15.08,15.08,17.98,26.68,29.58,32.48,35.38,33.26,30.36,27.46,24.56,21.66,18.76,15.86,18.76,21.66,24.56,27.46,30.36,33.26,39.06,42.74,39.84,36.94,34.04,31.14,28.24,25.34,22.44,19.54,19.54,22.44,25.34,31.14,34.04,46.42,43.52,37.72,34.82,31.92,29.02,26.12,26.12,29.02,34.82,37.72,43.52,47.2,50.1,47.2,44.3,41.4,38.5,35.6,32.7,26.9,29.8,32.7,35.6,38.5,41.4,47.2,50.88,50.88,47.98,39.28,36.38,33.48,30.58,33.48,36.38,42.18,45.08,47.98,50.88
n00115,MZN1,12,11,62.47,66.38,63.48,60.58,51.88,46.08,57.68,69.28,68.5,65.6,62.7,59.8,56.9,54,51.1,48.2,45.3,42.4,45.3,48.2,54,59.8,65.6,53.22,50.32,41.62,38.72,44.52,50.32,56.12,61.92,55.34,52.44,49.54,46.64,43.74,40.84,37.94,35.04,37.94,40.84,46.64,49.54,55.34,54.56,45.86,37.16,34.26,31.36,45.86,48.76,51.66,50.88,45.08,42.18,39.28,36.38,33.48,30.58,27.68,30.58,33.48,36.38,39.28,42.18,45.08,47.98,50.88,47.2,44.3,32.7,26.9,26.9,32.7,35.6,41.4,47.2,43.52,40.62,37.72,34.82,29.02,23.22,20.32,23.22,26.12,29.02,31.92,34.82,37.72,40.62,43.52,42.74,39.84,18.76,35.38,32.48,23.78,20.88,15.08,12.18,9.28,12.18,15.08,17.98,20.88,23.78,29.58,28.8,25.9,23,20.1,17.2,11.4,8.5,0,2.9,5.8,8.7,14.5,17.4,20.3,35.38,32.48,29.58,23.78,20.88,17.98,15.08,12.18,12.18,15.08,23.78,26.68,29.58,32.48,30.36,27.46,24.56,21.66,18.76,15.86,12.96,15.86,18.76,21.66,24.56,27.46,30.36,36.16,39.84,36.94,34.04,31.14,28.24,25.34,22.44,19.54,16.64,16.64,19.54,22.44,28.24,31.14,43.52,40.62,34.82,31.92,29.02,26.12,23.22,23.22,26.12,31.92,34.82,40.62,50.1,47.2,44.3,41.4,38.5,35.6,32.7,29.8,24,26.9,29.8,32.7,35.6,38.5,44.3,53.78,47.98,45.08,36.38,33.48,30.58,27.68,30.58,33.48,39.28,42.18,45.08,47.98
n00116,MZN1,12,12,65.37,69.28,66.38,63.48,54.78,48.98,60.58,72.18,71.4,68.5,65.6,62.7,59.8,56.9,54,51.1,48.2,45.3,48.2,51.1,56.9,62.7,68.5,56.12,53.22,44.52,41.62,47.42,53.22,59.02,64.82,58.24,55.34,52.44,49.54,46.64,43.74,40.84,37.94,40.84,43.74,49.54,52.44,58.24,57.46,48.76,40.06,37.16,34.26,48.76,51.66,54.56,53.78,47.98,45.08,42.18,39.28,36.38,33.48,30.58,33.48,36.38,39.28,42.18,45.08,47.98,50.88,53.78,50.1,47.2,35.6,29.8,29.8,35.6,38.5,44.3,50.1,46.42,43.52,40.62,37.72,31.92,26.12,23.22,26.12,29.02,31.92,34.82,37.72,40.62,43.52,46.42,45.64,42.74,21.66,38.28,35.38,26.68,23.78,17.98,15.08,12.18,15.08,17.98,20.88,23.78,26.68,32.48,31.7,28.8,25.9,23,20.1,14.3,11.4,2.9,0,2.9,5.8,11.6,14.5,17.4,38.28,35.38,32.48,26.68,23.78,20.88,17.98,15.08,15.08,17.98,26.68,29.58,32.48,35.38,33.26,30.36,27.46,24.56,21.66,18.76,15.86,18.76,21.66,24.56,27.46,30.36,33.26,39.06,42.74,39.84,36.94,34.04,31.14,28.24,25.34,22.44,19.54,19.54,22.44,25.34,31.14,34.04,46.42,43.52,37.72,34.82,31.92,29.02,26.12,26.12,29.02,34.82,37.72,43.52,53,50.1,47.2,44.3,41.4,38.5,35.6,32.7,26.9,29.8,32.7,35.6,38.5,41.4,47.2,56.68,50.88,47.98,39.28,36.38,33.48,30.58,33.48,36.38,42.18,45.08,47.98,50.88
n00117,MZN1,12,13,68.27,72.18,69.28,66.38,57.68,51.88,63.48,69.28,74.3,71.4,68.5,65.6,62.7,59.8,56.9,54,51.1,48.2,51.1,54,59.8,65.6,65.6,59.02,56.12,47.42,44.52,50.32,56.12,61.92,61.92,61.14,58.24,55.34,52.44,49.54,46.64,43.74,40.84,43.74,46.64,52.44,55.34,61.14,60.36,51.66,42.96,40.06,37.16,51.66,54.56,57.46,56.68,50.88,47.98,45.08,42.18,39.28,36.38,33.48,36.38,39.28,42.18,45.08,47.98,50.88,53.78,50.88,53,50.1,38.5,32.7,32.7,38.5,41.4,47.2,47.2,49.32,46.42,43.52,40.62,34.82,29.02,26.12,29.02,31.92,34.82,37.72,40.62,43.52,46.42,43.52,48.54,45.64,24.56,41.18,38.28,29.58,26.68,20.88,17.98,15.08,17.98,20.88,23.78,26.68,29.58,35.38,34.6,31.7,28.8,25.9,23,17.2,14.3,5.8,2.9,0,2.9,8.7,11.6,14.5,41.18,38.28,35.38,29.58,26.68,23.78,20.88,17.98,17.98,20.88,29.58,32.48,35.38,32.48,36.16,33.26,30.36,27.46,24.56,21.66,18.76,21.66,24.56,27.46,30.36,33.26,36.16,36.16,45.64,42.74,39.84,36.94,34.04,31.14,28.24,25.34,22.44,22.44,25.34,28.24,34.04,36.94,49.32,46.42,40.62,37.72,34.82,31.92,29.02,29.02,31.92,37.72,40.62,46.42,55.9,53,50.1,47.2,44.3,41.4,38.5,35.6,29.8,32.7,35.6,38.5,41.4,44.3,50.1,59.58,53.78,50.88,42.18,39.28,36.38,33.48,36.38,39.28,45.08,47.98,50.88,53.78
n00118,MZN1,12,14,71.17,75.08,72.18,69.28,60.58,54.78,66.38,66.38,77.2,74.3,71.4,68.5,65.6,62.7,59.8,56.9,54,51.1,54,56.9,62.7,68.5,62.7,61.92,59.02,50.32,47.42,53.22,59.02,64.82,59.02,64.04,61.14,58.24,55.34,52.44,49.54,46.64,43.74,46.64,49.54,55.34,58.24,58.24,63.26,54.56,45.86,42.96,40.06,54.56,57.46,54.56,59.58,53.78,50.88,47.98,45.08,42.18,39.28,36.38,39.28,42.18,45.08,47.98,50.88,53.78,50.88,47.98,55.9,53,41.4,35.6,35.6,41.4,44.3,50.1,44.3,52.22,49.32,46.42,43.52,37.72,31.92,29.02,31.92,34.82,37.72,40.62,43.52,46.42,43.52,40.62,51.44,48.54,27.46,44.08,41.18,32.48,29.58,23.78,20.88,17.98,20.88,23.78,26.68,29.58,32.48,32.48,37.5,34.6,31.7,28.8,25.9,20.1,17.2,8.7,5.8,2.9,0,5.8,8.7,11.6,44.08,41.18,38.28,32.48,29.58,26.68,23.78,20.88,20.88,23.78,32.48,35.38,32.48,29.58,39.06,36.16,33.26,30.36,27.46,24.56,21.66,24.56,27.46,30.36,33.26,36.16,39.06,33.26,48.54,45.64,42.74,39.84,36.94,34.04,31.14,28.24,25.34,25.34,28.24,31.14,36.94,39.84,52.22,49.32,43.52,40.62,37.72,34.82,31.92,31.92,34.82,40.62,43.52,43.52,58.8,55.9,53,50.1,47.2,44.3,41.4,38.5,32.7,35.6,38.5,41.4,44.3,47.2,47.2,62.48,56.68,53.78,45.08,42.18,39.28,36.38,39.28,42.18,47.98,50.88,53.78,50.88
n00119,MZN1,12,16,76.97,80.88,77.98,75.08,66.38,60.58,72.18,60.58,83,80.1,77.2,74.3,71.4,68.5,65.6,62.7,59.8,56.9,59.8,62.7,68.5,62.7,56.9,67.72,64.82,56.12,53.22,59.02,64.82,59.02,53.22,69.84,66.94,64.04,61.14,58.24,55.34,52.44,49.54,52.44,55.34,61.14,58.24,52.44,69.06,60.36,51.66,48.76,45.86,54.56,51.66,48.76,65.38,59.58,56.68,53.78,50.88,47.98,45.08,42.18,45.08,47.98,50.88,53.78,50.88,47.98,45.08,42.18,61.7,58.8,47.2,41.4,41.4,47.2,50.1,44.3,38.5,58.02,55.12,52.22,49.32,43.52,37.72,34.82,37.72,40.62,43.52,46.42,43.52,40.62,37.72,34.82,57.24,54.34,33.26,49.88,46.98,38.28,35.38,29.58,26.68,23.78,26.68,29.58,32.48,35.38,32.48,26.68,43.3,40.4,37.5,34.6,31.7,25.9,23,14.5,11.6,8.7,5.8,0,2.9,5.8,49.88,46.98,44.08,38.28,35.38,32.48,29.58,26.68,26.68,29.58,32.48,29.58,26.68,23.78,44.86,41.96,39.06,36.16,33.26,30.36,27.46,30.36,33.26,36.16,39.06,36.16,33.26,27.46,54.34,51.44,48.54,45.64,42.74,39.84,36.94,34.04,31.14,31.14,34.04,36.94,42.74,39.84,58.02,55.12,49.32,46.42,43.52,40.62,37.72,37.72,40.62,46.42,43.52,37.72,64.6,61.7,58.8,55.9,53,50.1,47.2,44.3,38.5,41.4,44.3,47.2,50.1,47.2,41.4,68.28,62.48,59.58,50.88,47.98,45.08,42.18,45.08,47.98,53.78,50.88,47.98,45.08
n00120,MZN1,12,17,79.87,83.78,80.88,77.98,69.28,63.48,69.28,57.68,85.9,83,80.1,77.2,74.3,71.4,68.5,65.6,62.7,59.8,62.7,65.6,65.6,59.8,54,70.62,67.72,59.02,56.12,61.92,61.92,56.12,50.32,72.74,69.84,66.94,64.04,61.14,58.24,55.34,52.44,55.34,58.24,58.24,55.34,49.54,71.96,63.26,54.56,51.66,48.76,51.66,48.76,45.86,68.28,62.48,59.58,56.68,53.78,50.88,47.98,45.08,47.98,50.88,53.78,50.88,47.98,45.08,42.18,39.28,64.6,61.7,50.1,44.3,44.3,50.1,47.2,41.4,35.6,60.92,58.02,55.12,52.22,46.42,40.62,37.72,40.62,43.52,46.42,43.52,40.62,37.72,34.82,31.92,60.14,57.24,36.16,52.78,49.88,41.18,38.28,32.48,29.58,26.68,29.58,32.48,35.38,32.48,29.58,23.78,46.2,43.3,40.4,37.5,34.6,28.8,25.9,17.4,14.5,11.6,8.7,2.9,0,2.9,52.78,49.88,46.98,41.18,38.28,35.38,32.48,29.58,29.58,32.48,29.58,26.68,23.78,20.88,47.76,44.86,41.96,39.06,36.16,33.26,30.36,33.26,36.16,39.06,36.16,33.26,30.36,24.56,57.24,54.34,51.44,48.54,45.64,42.74,39.84,36.94,34.04,34.04,36.94,39.84,39.84,36.94,60.92,58.02,52.22,49.32,46.42,43.52,40.62,40.62,43.52,43.52,40.62,34.82,67.5,64.6,61.7,58.8,55.9,53,50.1,47.2,41.4,44.3,47.2,50.1,47.2,44.3,38.5,71.18,65.38,62.48,53.78,50.88,47.98,45.08,47.98,50.88,50.88,47.98,45.08,42.18
n00121,MZN1,12,18,82.77,86.68,83.78,80.88,72.18,66.38,66.38,54.78,88.8,85.9,83,80.1,77.2,74.3,71.4,68.5,65.6,62.7,65.6,68.5,62.7,56.9,51.1,73.52,70.62,61.92,59.02,64.82,59.02,53.22,47.42,75.64,72.74,69.84,66.94,64.04,61.14,58.24,55.34,58.24,61.14,55.34,52.44,46.64,74.86,66.16,57.46,54.56,51.66,48.76,45.86,42.96,71.18,65.38,62.48,59.58,56.68,53.78,50.88,47.98,50.88,53.78,50.88,47.98,45.08,42.18,39.28,36.38,67.5,64.6,53,47.2,47.2,47.2,44.3,38.5,32.7,63.82,60.92,58.02,55.12,49.32,43.52,40.62,43.52,46.42,43.52,40.62,37.72,34.82,31.92,29.02,63.04,60.14,39.06,55.68,52.78,44.08,41.18,35.38,32.48,29.58,32.48,35.38,32.48,29.58,26.68,20.88,49.1,46.2,43.3,40.4,37.5,31.7,28.8,20.3,17.4,14.5,11.6,5.8,2.9,0,55.68,52.78,49.88,44.08,41.18,38.28,35.38,32.48,32.48,35.38,26.68,23.78,20.88,17.98,50.66,47.76,44.86,41.96,39.06,36.16,33.26,36.16,39.06,36.16,33.26,30.36,27.46,21.66,60.14,57.24,54.34,51.44,48.54,45.64,42.74,39.84,36.94,36.94,39.84,42.74,36.94,34.04,63.82,60.92,55.12,52.22,49.32,46.42,43.52,43.52,46.42,40.62,37.72,31.92,70.4,67.5,64.6,61.7,58.8,55.9,53,50.1,44.3,47.2,50.1,47.2,44.3,41.4,35.6,74.08,68.28,65.38,56.68,53.78,50.88,47.98,50.88,53.78,47.98,45.08,42.18,39.28
n00122,MZN1,13,1,34.45,55.56,58.46,61.36,70.06,75.86,87.46,99.06,46.08,48.98,51.88,54.78,57.68,60.58,63.48,66.38,69.28,72.18,75.08,77.98,83.78,89.58,95.38,54,56.9,65.6,68.5,74.3,80.1,85.9,91.7,44.52,47.42,50.32,53.22,56.12,59.02,61.92,64.82,67.72,70.62,76.42,79.32,85.12,37.94,46.64,55.34,58.24,61.14,75.64,78.54,81.44,34.26,40.06,42.96,45.86,48.76,51.66,54.56,57.46,60.36,63.26,66.16,69.06,71.96,74.86,77.76,80.66,30.58,33.48,45.08,50.88,56.68,62.48,65.38,71.18,76.98,26.9,29.8,32.7,35.6,41.4,47.2,50.1,53,55.9,58.8,61.7,64.6,67.5,70.4,73.3,20.32,23.22,36.94,12.96,15.86,24.56,27.46,33.26,36.16,39.06,41.96,44.86,47.76,50.66,53.56,59.36,12.18,15.08,17.98,20.88,23.78,29.58,32.48,35.38,38.28,41.18,44.08,49.88,52.78,55.68,0,2.9,5.8,11.6,14.5,17.4,20.3,23.2,34.6,37.5,46.2,49.1,52,54.9,17.98,20.88,23.78,26.68,29.58,32.48,35.38,38.28,41.18,44.08,46.98,49.88,52.78,58.58,15.86,18.76,21.66,24.56,27.46,30.36,33.26,36.16,39.06,39.06,41.96,44.86,50.66,53.56,19.54,22.44,28.24,31.14,34.04,36.94,39.84,45.64,48.54,54.34,57.24,63.04,20.32,23.22,26.12,29.02,31.92,34.82,37.72,40.62,46.42,49.32,52.22,55.12,58.02,60.92,66.72,24,29.8,32.7,41.4,44.3,47.2,50.1,53,55.9,61.7,64.6,67.5,70.4
n00123,MZN1,13,2,37.35,58.46,61.36,64.26,72.96,72.96,84.56,96.16,48.98,51.88,54.78,57.68,60.58,63.48,66.38,69.28,72.18,69.28,72.18,75.08,80.88,86.68,92.48,56.9,59.8,68.5,65.6,71.4,77.2,83,88.8,47.42,50.32,53.22,56.12,59.02,61.92,64.82,61.92,64.82,67.72,73.52,76.42,82.22,40.84,49.54,58.24,61.14,58.24,72.74,75.64,78.54,37.16,42.96,45.86,48.76,51.66,54.56,57.46,54.56,57.46,60.36,63.26,66.16,69.06,71.96,74.86,77.76,33.48,36.38,47.98,53.78,53.78,59.58,62.48,68.28,74.08,29.8,32.7,35.6,38.5,44.3,50.1,47.2,50.1,53,55.9,58.8,61.7,64.6,67.5,70.4,23.22,26.12,39.84,15.86,18.76,27.46,30.36,36.16,39.06,36.16,39.06,41.96,44.86,47.76,50.66,56.46,15.08,17.98,20.88,23.78,26.68,32.48,35.38,32.48,35.38,38.28,41.18,46.98,49.88,52.78,2.9,0,2.9,8.7,11.6,14.5,17.4,20.3,31.7,34.6,43.3,46.2,49.1,52,20.88,23.78,26.68,29.58,32.48,35.38,32.48,35.38,38.28,41.18,44.08,46.98,49.88,55.68,18.76,21.66,24.56,27.46,30.36,33.26,36.16,39.06,36.16,36.16,39.06,41.96,47.76,50.66,22.44,25.34,31.14,34.04,36.94,39.84,42.74,42.74,45.64,51.44,54.34,60.14,23.22,26.12,29.02,31.92,34.82,37.72,40.62,43.52,43.52,46.42,49.32,52.22,55.12,58.02,63.82,26.9,32.7,35.6,44.3,47.2,50.1,47.2,50.1,53,58.8,61.7,64.6,67.5
n00124,MZN1,13,3,40.25,61.36,64.26,67.16,75.86,70.06,81.66,93.26,51.88,54.78,57.68,60.58,63.48,66.38,69.28,72.18,69.28,66.38,69.28,72.18,77.98,83.78,89.58,59.8,62.7,65.6,62.7,68.5,74.3,80.1,85.9,50.32,53.22,56.12,59.02,61.92,64.82,61.92,59.02,61.92,64.82,70.62,73.52,79.32,43.74,52.44,61.14,58.24,55.34,69.84,72.74,75.64,40.06,45.86,48.76,51.66,54.56,57.46,54.56,51.66,54.56,57.46,60.36,63.26,66.16,69.06,71.96,74.86,36.38,39.28,50.88,50.88,50.88,56.68,59.58,65.38,71.18,32.7,35.6,38.5,41.4,47.2,47.2,44.3,47.2,50.1,53,55.9,58.8,61.7,64.6,67.5,26.12,29.02,42.74,18.76,21.66,30.36,33.26,39.06,36.16,33.26,36.16,39.06,41.96,44.86,47.76,53.56,17.98,20.88,23.78,26.68,29.58,35.38,32.48,29.58,32.48,35.38,38.28,44.08,46.98,49.88,5.8,2.9,0,5.8,8.7,11.6,14.5,17.4,28.8,31.7,40.4,43.3,46.2,49.1,23.78,26.68,29.58,32.48,35.38,32.48,29.58,32.48,35.38,38.28,41.18,44.08,46.98,52.78,21.66,24.56,27.46,30.36,33.26,36.16,39.06,36.16,33.26,33.26,36.16,39.06,44.86,47.76,25.34,28.24,34.04,36.94,39.84,42.74,39.84,39.84,42.74,48.54,51.44,57.24,26.12,29.02,31.92,34.82,37.72,40.62,43.52,46.42,40.62,43.52,46.42,49.32,52.22,55.12,60.92,29.8,35.6,38.5,47.2,50.1,47.2,44.3,47.2,50.1,55.9,58.8,61.7,64.6
n00125,MZN1,13,5,46.05,67.16,70.06,72.96,70.06,64.26,75.86,87.46,57.68,60.58,63.48,66.38,69.28,72.18,69.28,66.38,63.48,60.58,63.48,66.38,72.18,77.98,83.78,65.6,68.5,59.8,56.9,62.7,68.5,74.3,80.1,56.12,59.02,61.92,64.82,61.92,59.02,56.12,53.22,56.12,59.02,64.82,67.72,73.52,49.54,58.24,55.34,52.44,49.54,64.04,66.94,69.84,45.86,51.66,54.56,57.46,54.56,51.66,48.76,45.86,48.76,51.66,54.56,57.46,60.36,63.26,66.16,69.06,42.18,45.08,50.88,45.08,45.08,50.88,53.78,59.58,65.38,38.5,41.4,44.3,47.2,47.2,41.4,38.5,41.4,44.3,47.2,50.1,53,55.9,58.8,61.7,31.92,34.82,36.94,24.56,27.46,36.16,39.06,33.26,30.36,27.46,30.36,33.26,36.16,39.06,41.96,47.76,23.78,26.68,29.58,32.48,35.38,29.58,26.68,23.78,26.68,29.58,32.48,38.28,41.18,44.08,11.6,8.7,5.8,0,2.9,5.8,8.7,11.6,23,25.9,34.6,37.5,40.4,43.3,29.58,32.48,35.38,32.48,29.58,26.68,23.78,26.68,29.58,32.48,35.38,38.28,41.18,46.98,27.46,30.36,33.26,36.16,39.06,36.16,33.26,30.36,27.46,27.46,30.36,33.26,39.06,41.96,31.14,34.04,39.84,42.74,39.84,36.94,34.04,34.04,36.94,42.74,45.64,51.44,31.92,34.82,37.72,40.62,43.52,46.42,43.52,40.62,34.82,37.72,40.62,43.52,46.42,49.32,55.12,35.6,41.4,44.3,47.2,44.3,41.4,38.5,41.4,44.3,50.1,53,55.9,58.8
